"New Category Structure from May 16, 2023 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","","Ribbon Embroidery Kits","","183198"
"","","","","Other Hand Embroidery Kits","","28142"
"","","","Hand Embr Patterns & Magazines","","","183199"
"","","","","Crewel Patterns","","183200"
"","","","","Cross Stitch Patterns","","34032"
"","","","","Hardanger Patterns","","183201"
"","","","","Needlepoint Patterns","","3108"
"","","","","Punch Needle Patterns","","183202"
"","","","","Ribbon Embroidery Patterns","","183203"
"","","","","Smocking Patterns","","183204"
"","","","","Other Patterns & Magazines","","28143"
"","","","Hand Embroidery Tools & Accs","","","160720"
"","","","","Embroidery Ribbon","","41385"
"","","","","Embroidery Scissors","","183191"
"","","","","Embroidery Thimbles","","183192"
"","","","","Hand Embroidery Bobbins","","183193"
"","","","","Hand Embroidery Hoops & Frames","","160721"
"","","","","Hand Embroidery Needles","","160722"
"","","","","Smocking Pleaters","","183189"
"","","","","Stitch Markers","","183190"
"","","","","Other Hand Embroidery Tools","","160723"
"","","","Finished Embroidered Pieces","","","183220"
"","","","","Finished Crewel Pieces","","183221"
"","","","","Finished Cross Stitch Pieces","","71189"
"","","","","Finished Hardanger Pieces","","183222"
"","","","","Finished Needlepoint Pieces","","83946"
"","","","","Finished Punch Needle Pieces","","183223"
"","","","","Finished Ribbon Embr Pieces","","183224"
"","","","","Other Embroidered Pieces","","183225"
"","","","Other Embroidery","","","75567"
"","","Macramé","","","","183205"
"","","","Macramé Kits","","","183700"
"","","","Macramé Tools & Accs","","","183701"
"","","","Patterns & Instructional Media","","","183208"
"","","","Other Macramé","","","28151"
"","","Rug Making","","","","28147"
"","","","Latch Hooking","","","157027"
"","","","","Latch Hooking Kits","","28148"
"","","","","Latch Hooking Patterns","","116677"
"","","","","Latch Hooking Tools & Supplies","","116678"
"","","","","Other Latch Hooking Supplies","","28150"
"","","","Primitive Hand Hooking","","","157029"
"","","","","Primitive Hooking Kits","","157030"
"","","","","Primitive Hooking Patterns","","157031"
"","","","","Primitive Hooking Tools","","157032"
"","","","","Other Hand Hooking Supplies","","157035"
"","","","Rug Braiding","","","183226"
"","","","","Rug Braiding Kits","","183227"
"","","","","Rug Braiding Patterns","","183228"
"","","","","Rug Braiding Supplies","","183229"
"","","","","Rug Braiding Tools","","183230"
"","","","","Other Rug Braiding","","160671"
"","","","Other Rug Making Supplies","","","160672"
"","","Spinning & Felting","","","","183209"
"","","","Felt Appliques","","","183210"
"","","","Needle Felting","","","183211"
"","","","","Felting Kits","","183212"
"","","","","Felting Mats","","183213"
"","","","","Felting Needles & Pens","","183214"
"","","","","Felting Patterns & Magazines","","183215"
"","","","","Needle Felting Machines","","183216"
"","","","","Needle Felting Molds","","183217"
"","","","","Other Needle Felting","","153915"
"","","","Roving Wool & Fibers","","","36601"
"","","","Spinning","","","183218"
"","","","","Hand & Drum Carders","","183219"
"","","","","Spindles","","36602"
"","","","","Spinning Wheels","","134624"
"","","","","Other Spinning Supplies","","3121"
"","","Tatting & Lacemaking","","","","183231"
"","","","Lacemaking Bobbins","","","134591"
"","","","Lacemaking Shuttles","","","134784"
"","","","Patterns & Instructional Media","","","134592"
"","","","Tatting Lace Appliques","","","183232"
"","","","Tatting & Lacemaking Kits","","","57202"
"","","","Other Tatting & Lacemaking","","","134590"
"","","Weaving","","","","183233"
"","","","Weaving Books & Patterns","","","57740"
"","","","Weaving Looms","","","57741"
"","","","Other Weaving Supplies","","","3125"
"","","Yarn","","","","36589"
"","","Other Needlecraft Supplies","","","","160715"
"","Scrapbooking & Paper Crafts","","","","","11788"
"","","Cardstock","","","","122662"
"","","Vellum","","","","31737"
"","","Die Cutting & Embossing","","","","183239"
"","","","Die Cut & Embossing Machines","","","113344"
"","","","Die Cutting Cartridges","","","112541"
"","","","Die Cutting Vinyl","","","166722"
"","","","Embossing Stencils & Folders","","","84009"
"","","","Machine Parts & Accessories","","","183240"
"","","","Other Die Cutting & Embossing","","","183241"
"","","Instruction Books & Media","","","","103482"
"","","Paper Crafts","","","","183242"
"","","","Card Making","","","134594"
"","","","Origami","","","134596"
"","","","Quilling","","","134595"
"","","","Other Paper Crafts","","","183243"
"","","Pre-Made Pages & Pieces","","","","146403"
"","","Scrapbooking","","","","31253"
"","","","Digital Scrapbooking","","","103481"
"","","","Scrapbooking Adhesives","","","183244"
"","","","","Dimensional Adhesives","","122691"
"","","","","Photo Mounting Corners","","183245"
"","","","","Tape Runners & Refills","","183246"
"","","","","Washi Tape","","183247"
"","","","Scrapbooking Albums & Refills","","","183248"
"","","","","Album Corner Protectors","","103480"
"","","","","Album Extension Posts","","183493"
"","","","","Albums & Refills","","33875"
"","","","","Photo Pocket & Page Protectors","","183250"
"","","","Scrapbooking Embellishments","","","121833"
"","","","","Chipboard Accents","","160733"
"","","","","Decorative Brads","","83990"
"","","","","Die Cut Shapes & Punchies","","183237"
"","","","","Flattened Bottle Caps","","160732"
"","","","","Flower Embellishments","","160734"
"","","","","Mini Bows","","31733"
"","","","","Rub-On Transfers","","183238"
"","","","","Scrapbooking Stickers","","34002"
"","","","","Mixed Lots","","160736"
"","","","","Other Scrapbook Embellishments","","146545"
"","","","Scrapbooking Tools","","","83981"
"","","","","Cutting Templates","","183234"
"","","","","Paper Punches","","11793"
"","","","","Paper Trimmers","","183235"
"","","","","Punch & Score Boards","","183236"
"","","","","Scissors & Paper Edgers","","83986"
"","","","","Other Scrapbooking Tools","","103484"
"","","","Scrapbooking Totes","","","146401"
"","","Scrapbooking & Card Kits","","","","11789"
"","","Other Scrapbooking Supplies","","","","75573"
"","Sewing","","","","","160737"
"","","Sewing Machines & Sergers","","","","3118"
"","","Sewing Machine Accessories","","","","180929"
"","","","Bobbins","","","41243"
"","","","Feet","","","41245"
"","","","Machine Parts & Attachments","","","41248"
"","","","Sewing Machine Needles","","","41247"
"","","","Sewing Manuals & Instruction","","","41246"
"","","","Other Sewing Machine Accs","","","28168"
"","","Quilting","","","","180930"
"","","","Quilt Batting","","","116679"
"","","","Quilt Blocks & Tops","","","162081"
"","","","Quilt Hangers & Stands","","","83959"
"","","","Quilt Patterns","","","83957"
"","","","Quilt Templates & Stencils","","","116680"
"","","","Quilting Kits","","","19160"
"","","","Quilting Tools & Equipment","","","19161"
"","","","Other Quilting Supplies","","","3110"
"","","Closures & Connectors","","","","183253"
"","","","Buckles & Straps","","","183254"
"","","","Buttons","","","7320"
"","","","Button Covering Machines","","","183255"
"","","","Eyelets","","","183256"
"","","","Frogs","","","183257"
"","","","Grommets","","","183258"
"","","","Hook & Loop Tape","","","180927"
"","","","Hooks & Eyes","","","183259"
"","","","Lock Ends/Cord Stoppers","","","183260"
"","","","Rings","","","183261"
"","","","Snaps","","","183262"
"","","","Suspender/Pacifier Clips","","","183263"
"","","","Toggles","","","183264"
"","","","Zippers","","","28173"
"","","Cutting Tools","","","","183265"
"","","","Cutting Mats & Boards","","","183266"
"","","","Dressmaker's Scissors & Shears","","","28171"
"","","","Rotary Blades","","","183267"
"","","","Seam Rippers","","","183268"
"","","","Thread Snips","","","183269"
"","","Embellishments & Finishes","","","","183270"
"","","","Appliques","","","146318"
"","","","Clothing Labels","","","183271"
"","","","Hem Tape & Hot Fix Applicators","","","180928"
"","","","Patches","","","113337"
"","","","Sequins","","","71180"
"","","","Tassels","","","183272"
"","","","Trims","","","180926"
"","","","Webbings","","","183273"
"","","Foundations & Undergarments","","","","183274"
"","","","Bonings","","","183275"
"","","","Bra Cup Pads","","","183276"
"","","","Elastics","","","183277"
"","","","Hat Bodies","","","183278"
"","","","Hat Frames","","","183279"
"","","","Piping & Strings","","","183280"
"","","","Purse Handles, Frames & Feet","","","146289"
"","","Hand Sewing Needles & Accs","","","","183281"
"","","","Hand Sewing Needles","","","28170"
"","","","Needle Cases & Organizers","","","183282"
"","","","Needle Threaders","","","183283"
"","","","Point Turners","","","183284"
"","","","Thimbles","","","183285"
"","","Marking Tools","","","","183286"
"","","","Dressmaker's Tracing Paper","","","183287"
"","","","Marking Pencils & Pens","","","183288"
"","","","Pincushions","","","134623"
"","","","Pins","","","183289"
"","","","Tailor's Chalks & Waxes","","","183290"
"","","","Tracing Wheels","","","183291"
"","","Measuring Tools","","","","183292"
"","","","Dress Forms/Tailor's Dummies","","","111935"
"","","","French & Hip Curves","","","183293"
"","","","L/Framing Squares","","","183294"
"","","","Measuring Tapes","","","183295"
"","","","Measuring Tool Kits","","","183296"
"","","","Seam/Sewing Gauges","","","183297"
"","","","Sewing Rulers","","","183298"
"","","Pressing Equipment","","","","183299"
"","","","Mini Irons","","","183300"
"","","","Pressing Paper","","","183301"
"","","Sewing Boxes & Storage","","","","83965"
"","","Sewing Patterns","","","","28174"
"","","Sewing Thread","","","","28172"
"","","Other Sewing","","","","3115"
"","Sculpting, Molding & Ceramics","","","","","183302"
"","","Ceramics & Pottery","","","","183303"
"","","","Books & Magazines","","","134448"
"","","","Ceramic & Porcelain Paints","","","183304"
"","","","Ceramic Clays","","","183305"
"","","","Ceramic Decals","","","48095"
"","","","Ceramic Glazes","","","183306"
"","","","Pottery Kilns","","","116495"
"","","","Pottery Tools & Sets","","","116496"
"","","","Pottery Wheels","","","28124"
"","","","Ready-to-Paint Pottery","","","83899"
"","","","Slip Casting Molds & Kits","","","83898"
"","","","Other Ceramics & Pottery","","","183307"
"","","Modeling","","","","183308"
"","","","Armature Wire and Wire Form","","","183309"
"","","","Clay Rollers & Brayers","","","134447"
"","","","Modeling Clays & Materials","","","183310"
"","","","Modeling Tools & Sets","","","183311"
"","","","Other Modeling","","","183312"
"","","Molding & Casting","","","","183313"
"","","","Moldmaking & Casting Materials","","","153913"
"","","","Release Agents","","","183314"
"","","","Ready-Made Molds","","","150133"
"","","","Other Molding & Casting","","","183315"
"","","Stone Carving","","","","183316"
"","","","Carving Stones","","","183317"
"","","","Stone Carving Tools & Sets","","","183318"
"","","Other Sculpting Supplies","","","","183319"
"","Stamping & Embossing","","","","","3122"
"","","Embossing Powders","","","","84008"
"","","Idea Books & Instructions","","","","116689"
"","","Ink & Pads","","","","11795"
"","","Kits","","","","16506"
"","","Paper & Envelopes","","","","3123"
"","","Stamps","","","","31740"
"","","Stamp Collections & Mixed Lots","","","","41267"
"","","Stamp Handles & Mounts","","","","134783"
"","","Tools & Equipment","","","","16507"
"","","Other Stamping & Embossing","","","","905"
"","Other Crafts","","","","","75576"
"","Wholesale Lots","","","","","45074"
"","","All-Purpose Craft Supplies","","","","31742"
"","","Bead Art","","","","146405"
"","","Candle & Soap Making","","","","48753"
"","","Fabric","","","","160750"
"","","Fabric Embellishment","","","","48754"
"","","Floral Supplies","","","","48755"
"","","Needlecraft","","","","45075"
"","","Ribbons & Bows","","","","168077"
"","","Scrapbooking","","","","48756"
"","","Stamping & Stickers","","","","45076"
"","","Thread, Floss","","","","168078"
"","","Other Craft Wholesale Lots","","","","45077"
"Dolls & Bears","","","","","","237"
"","Bears, Clothing & Accessories","","","","","262353"
"","","Bears","","","","262345"
"","","Bear Figurines & Miniatures","","","","160824"
"","","Bear Making Supplies","","","","50253"
"","","Bear Clothing & Accessories","","","","387"
"","","Collectors' Guides & Books","","","","170085"
"","Dolls, Clothing & Accessories","","","","","238"
"","","Dolls & Doll Playsets","","","","262346"
"","","Doll Making & Repair","","","","2408"
"","","Doll Clothes & Accessories","","","","262347"
"","","","Clothing & Accessories","","","262348"
"","","","Strollers","","","112546"
"","","","Houses & Furniture","","","180102"
"","","","Vehicles","","","180103"
"","","","Pets & Animals","","","180104"
